Date,Time,MSec,Sample,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,Temp,Humid,LUX,VoltsIn,Dark,OptoFreq,OptoPW,OptoCol1,OptoCol2,Error,Index
12/27/2019,22:23:12,2.93,21,56,59,55,60,54,50,60,62,59,58,68,67,19.00,47.00,506,5.00,0,40,8,0,0,0,191
12/27/2019,22:23:12,202.93,22,67,50,67,62,66,65,65,53,53,51,69,58,18.00,50.00,562,5.00,0,40,8,0,0,0,192
12/27/2019,22:23:12,402.93,23,52,50,62,65,59,66,57,59,57,52,53,63,25.00,61.00,577,5.00,0,40,8,0,0,0,193
12/27/2019,22:23:12,602.93,24,68,58,63,61,58,53,70,52,68,54,57,52,25.00,65.00,557,5.00,0,40,8,0,0,0,194
12/27/2019,22:23:12,802.93,25,51,57,55,55,59,53,70,67,61,63,61,59,21.00,46.00,517,5.00,0,40,8,0,0,0,195
12/27/2019,22:23:13,0.81,26,67,67,63,51,69,68,56,57,68,57,61,54,22.00,45.00,554,5.00,0,40,8,0,0,0,201
12/27/2019,22:23:13,200.81,27,54,61,68,59,67,70,67,60,69,55,54,67,26.00,48.00,521,5.00,0,40,8,0,0,0,202
12/27/2019,22:23:13,400.81,28,64,54,70,62,69,67,68,56,56,62,58,67,18.00,47.00,545,5.00,0,40,8,0,0,0,203
12/27/2019,22:23:13,600.81,29,65,59,63,54,56,54,63,51,64,62,55,60,19.00,60.00,506,5.00,0,40,8,0,0,0,204
12/27/2019,22:23:13,800.81,30,58,66,55,61,59,51,66,52,58,63,53,61,21.00,65.00,545,5.00,0,40,8,0,0,0,205
12/27/2019,22:23:14,0.05,31,60,59,54,58,66,63,56,54,68,70,70,55,27.00,64.00,577,5.00,0,40,8,0,0,0,211
12/27/2019,22:23:14,200.05,32,68,50,65,50,63,52,63,53,62,55,66,70,19.00,52.00,521,5.00,0,40,8,0,0,0,212
12/27/2019,22:23:14,400.05,33,58,59,60,65,69,65,67,50,68,67,64,52,26.00,45.00,500,5.00,0,40,8,0,0,0,213
12/27/2019,22:23:14,600.05,34,53,56,53,68,67,59,51,56,56,50,57,51,22.00,51.00,572,5.00,0,40,8,0,0,0,214
12/27/2019,22:23:14,800.05,35,52,63,66,57,53,67,57,69,62,52,64,59,23.00,63.00,548,5.00,0,40,8,0,0,0,215
12/27/2019,22:23:15,1.34,36,62,70,57,54,61,55,51,55,66,62,60,60,21.00,46.00,548,5.00,0,40,8,0,0,0,221
12/27/2019,22:23:15,201.34,37,67,62,70,52,53,65,50,57,65,63,58,57,20.00,63.00,502,5.00,0,40,8,0,0,0,222
12/27/2019,22:23:15,401.34,38,54,59,62,54,70,56,60,70,68,52,55,63,26.00,54.00,533,5.00,0,40,8,0,0,0,223
12/27/2019,22:23:15,601.34,39,54,50,56,52,59,68,62,62,50,61,51,63,21.00,53.00,542,5.00,0,40,8,0,0,0,224
12/27/2019,22:23:15,801.34,40,53,57,67,58,64,58,62,67,54,51,58,54,26.00,60.00,532,5.00,0,40,8,0,0,0,225
12/27/2019,22:23:16,3.41,41,66,64,62,59,53,66,50,68,54,66,52,68,22.00,47.00,526,5.00,0,40,8,0,0,0,231
12/27/2019,22:23:16,203.41,42,59,51,58,64,62,51,65,53,69,68,55,63,24.00,45.00,518,5.00,0,40,8,0,0,0,232
12/27/2019,22:23:16,403.41,43,66,57,60,55,54,58,60,64,63,58,55,60,21.00,48.00,564,5.00,0,40,8,0,0,0,233
12/27/2019,22:23:16,603.41,44,69,50,54,62,69,65,63,59,52,65,58,52,24.00,59.00,545,5.00,0,40,8,0,0,0,234
12/27/2019,22:23:16,803.41,45,62,70,55,51,63,67,66,62,51,69,52,67,28.00,57.00,574,5.00,0,40,8,0,0,0,235
12/27/2019,22:23:17,4.12,46,69,51,63,62,51,65,60,53,63,63,63,56,24.00,46.00,570,5.00,0,40,8,0,0,0,241
12/27/2019,22:23:17,204.12,47,55,61,60,56,61,69,63,69,67,59,50,59,21.00,62.00,535,5.00,0,40,8,0,0,0,242
12/27/2019,22:23:17,404.12,48,69,61,57,57,51,58,50,58,69,51,61,55,24.00,56.00,572,5.00,0,40,8,0,0,0,243
12/27/2019,22:23:17,604.12,49,61,62,53,62,67,61,64,70,69,52,54,64,22.00,51.00,573,5.00,0,40,8,0,0,0,244
12/27/2019,22:23:17,804.12,50,51,60,51,55,67,64,68,70,65,53,64,53,22.00,49.00,509,5.00,0,40,8,0,0,0,245
12/27/2019,22:23:18,4.94,51,51,63,66,65,70,68,66,69,55,62,52,61,21.00,53.00,544,5.00,0,40,8,0,0,0,251
12/27/2019,22:23:18,204.94,52,53,52,66,62,53,61,57,57,64,60,70,68,24.00,47.00,501,5.00,0,40,8,0,0,0,252
12/27/2019,22:23:18,404.94,53,59,52,53,66,62,55,62,62,63,50,53,65,26.00,47.00,526,5.00,0,40,8,0,0,0,253
12/27/2019,22:23:18,604.94,54,50,54,66,53,62,50,62,55,68,65,63,50,20.00,63.00,573,5.00,0,40,8,0,0,0,254
12/27/2019,22:23:18,804.94,55,67,56,56,68,61,70,50,70,67,59,60,56,26.00,49.00,547,5.00,0,40,8,0,0,0,255
12/27/2019,22:23:19,1.03,56,69,53,63,56,69,60,55,65,70,52,63,50,22.00,54.00,572,5.00,0,40,8,0,0,0,261
12/27/2019,22:23:19,201.03,57,66,56,50,62,67,51,56,56,60,51,56,60,18.00,58.00,542,5.00,0,40,8,0,0,0,262
12/27/2019,22:23:19,401.04,58,52,59,53,62,63,65,60,60,63,57,55,58,28.00,61.00,541,5.00,0,40,8,0,0,0,263
12/27/2019,22:23:19,601.03,59,67,68,60,54,65,64,54,52,67,69,60,51,21.00,58.00,566,5.00,0,40,8,0,0,0,264
12/27/2019,22:23:19,801.03,60,52,59,56,55,51,67,55,54,61,51,66,56,19.00,59.00,501,5.00,0,40,8,0,0,0,265
12/27/2019,22:23:20,4.17,61,66,59,69,59,60,55,63,69,68,63,68,51,27.00,53.00,562,5.00,0,40,8,0,0,0,271
12/27/2019,22:23:20,204.17,62,57,56,66,64,57,53,69,65,69,64,62,62,25.00,47.00,503,5.00,0,40,8,0,0,0,272
12/27/2019,22:23:20,404.17,63,57,66,62,60,69,66,67,54,70,66,50,55,25.00,48.00,570,5.00,0,40,8,0,0,0,273
12/27/2019,22:23:20,604.17,64,56,68,53,60,53,61,70,66,56,66,50,60,26.00,50.00,554,5.00,0,40,8,0,0,0,274
12/27/2019,22:23:20,804.17,65,55,55,61,60,50,61,70,65,52,64,53,64,18.00,52.00,501,5.00,0,40,8,0,0,0,275
12/27/2019,22:23:21,4.80,66,54,51,52,54,52,52,61,62,54,60,65,66,25.00,65.00,536,5.00,0,40,8,0,0,0,281
12/27/2019,22:23:21,204.80,67,53,69,50,57,62,69,53,62,50,56,52,64,22.00,55.00,579,5.00,0,40,8,0,0,0,282
12/27/2019,22:23:21,404.80,68,51,50,58,65,52,62,66,58,69,68,68,54,19.00,58.00,565,5.00,0,40,8,0,0,0,283
12/27/2019,22:23:21,604.80,69,69,65,62,52,50,65,54,69,68,51,59,58,26.00,55.00,558,5.00,0,40,8,0,0,0,284
12/27/2019,22:23:21,804.80,70,65,64,68,62,55,67,55,56,66,62,53,53,26.00,52.00,538,5.00,0,40,8,0,0,0,285
12/27/2019,22:23:22,3.62,71,68,69,64,56,53,65,64,55,68,61,56,64,19.00,61.00,523,5.00,0,40,8,0,0,0,291
12/27/2019,22:23:22,203.62,72,68,52,51,64,52,66,55,64,69,55,59,60,24.00,57.00,523,5.00,0,40,8,0,0,0,292
12/27/2019,22:23:22,403.62,73,54,65,59,65,62,60,68,55,69,59,63,58,24.00,61.00,539,5.00,0,40,8,0,0,0,293
12/27/2019,22:23:22,603.62,74,65,66,66,65,63,51,60,59,52,53,56,59,20.00,53.00,542,5.00,0,40,8,0,0,0,294
12/27/2019,22:23:22,803.62,75,62,62,60,54,62,68,52,52,61,59,64,64,19.00,52.00,537,5.00,0,40,8,0,0,0,295
12/27/2019,22:23:23,4.16,76,62,54,64,62,65,56,67,53,65,69,56,51,23.00,47.00,554,5.00,0,40,8,0,0,0,301
12/27/2019,22:23:23,204.16,77,60,50,69,64,64,53,57,66,59,50,60,64,24.00,57.00,528,5.00,0,40,8,0,0,0,302
12/27/2019,22:23:23,404.16,78,50,58,50,54,51,59,50,59,65,53,52,63,24.00,64.00,575,5.00,0,40,8,0,0,0,303
12/27/2019,22:23:23,604.16,79,68,54,51,67,68,54,69,66,53,67,52,50,19.00,59.00,536,5.00,0,40,8,0,0,0,304
12/27/2019,22:23:23,804.16,80,66,51,65,64,61,59,52,63,52,54,66,54,21.00,63.00,507,5.00,0,40,8,0,0,0,305
12/27/2019,22:23:24,12.28,81,66,61,63,70,64,58,50,64,59,63,50,63,21.00,61.00,500,5.00,0,40,8,0,0,0,311
12/27/2019,22:23:24,212.28,82,61,65,64,58,55,69,66,70,52,57,57,56,19.00,47.00,553,5.00,0,40,8,0,0,0,312
12/27/2019,22:23:24,412.28,83,61,64,67,58,54,57,61,52,52,70,66,63,25.00,63.00,512,5.00,0,40,8,0,0,0,313
12/27/2019,22:23:24,612.28,84,55,54,56,52,69,57,69,62,66,58,52,60,26.00,65.00,554,5.00,0,40,8,0,0,0,314
12/27/2019,22:23:24,812.28,85,58,70,52,58,66,58,51,50,52,61,68,66,27.00,53.00,549,5.00,0,40,8,0,0,0,315
12/27/2019,22:23:25,3.72,86,64,65,55,70,55,63,50,68,52,70,50,52,23.00,63.00,554,5.00,0,40,8,0,0,0,321
12/27/2019,22:23:25,203.72,87,55,67,67,54,58,54,60,62,60,70,65,55,18.00,55.00,568,5.00,0,40,8,0,0,0,322
12/27/2019,22:23:25,403.72,88,53,55,63,63,50,63,62,69,68,56,52,55,28.00,52.00,533,5.00,0,40,8,0,0,0,323
12/27/2019,22:23:25,603.72,89,65,55,51,57,66,55,69,62,62,53,58,58,18.00,51.00,507,5.00,0,40,8,0,0,0,324
12/27/2019,22:23:25,803.72,90,64,64,55,58,50,65,63,65,63,62,57,64,23.00,63.00,562,5.00,0,40,8,0,0,0,325
12/27/2019,22:23:26,0.34,91,61,51,66,60,61,63,50,63,66,59,66,67,21.00,51.00,536,5.00,0,40,8,0,0,0,331
12/27/2019,22:23:26,200.34,92,60,58,60,62,56,62,67,66,56,64,54,63,25.00,54.00,569,5.00,0,40,8,0,0,0,332
12/27/2019,22:23:26,400.34,93,60,53,65,56,67,61,61,64,64,50,54,54,27.00,57.00,511,5.00,0,40,8,0,0,0,333
12/27/2019,22:23:26,600.34,94,50,56,51,63,55,58,53,54,65,60,51,54,20.00,46.00,525,5.00,0,40,8,0,0,0,334
12/27/2019,22:23:26,800.34,95,59,60,65,51,64,60,62,50,68,68,63,51,25.00,52.00,503,5.00,0,40,8,0,0,0,335
